reranker_margin_threshold,base_margin_threshold,minimum_base_score,minimum_selected_margin,n,coverage,overall_accuracy,selective_accuracy,abstention_rate,reranker_selection_rate,hybrid_selection_rate,agreement_rate
0.0,0.1,0.0,0.02,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.0,0.05,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.0,0.1,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.9,0.0,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.9,0.02,252,0.9801587301587301,0.26587301587301587,0.27125506072874495,0.019841269841269882,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.9,0.05,252,0.9682539682539683,0.26587301587301587,0.27459016393442626,0.031746031746031744,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.9,0.1,252,0.9642857142857143,0.26587301587301587,0.2757201646090535,0.0357142857142857,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.925,0.0,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.925,0.02,252,0.8968253968253969,0.26587301587301587,0.29646017699115046,0.10317460317460314,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.925,0.05,252,0.876984126984127,0.26587301587301587,0.3031674208144796,0.12301587301587302,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.925,0.1,252,0.8690476190476191,0.26587301587301587,0.3059360730593607,0.13095238095238093,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.95,0.0,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.95,0.02,252,0.8412698412698413,0.25793650793650796,0.30660377358490565,0.15873015873015872,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.95,0.05,252,0.7857142857142857,0.25396825396825395,0.32323232323232326,0.2142857142857143,0.5,0.07142857142857142,0.42857142857142855
0.0,0.1,0.95,0.1,252,0.75,0.25,0.3333333333333333,0.25,0.5,0.07142857142857142,0.42857142857142855
0.0,0.15,0.0,0.0,252,1.0,0.27380952380952384,0.27380952380952384,0.0,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.0,0.02,252,1.0,0.27380952380952384,0.27380952380952384,0.0,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.0,0.05,252,1.0,0.27380952380952384,0.27380952380952384,0.0,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.0,0.1,252,1.0,0.27380952380952384,0.27380952380952384,0.0,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.9,0.0,252,1.0,0.27380952380952384,0.27380952380952384,0.0,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.9,0.02,252,0.9801587301587301,0.27380952380952384,0.2793522267206478,0.019841269841269882,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.9,0.05,252,0.9682539682539683,0.27380952380952384,0.2827868852459016,0.031746031746031744,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.9,0.1,252,0.9642857142857143,0.27380952380952384,0.2839506172839506,0.0357142857142857,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.925,0.0,252,1.0,0.27380952380952384,0.27380952380952384,0.0,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.925,0.02,252,0.8968253968253969,0.27380952380952384,0.3053097345132743,0.10317460317460314,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.925,0.05,252,0.876984126984127,0.27380952380952384,0.31221719457013575,0.12301587301587302,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.925,0.1,252,0.8690476190476191,0.27380952380952384,0.3150684931506849,0.13095238095238093,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.95,0.0,252,1.0,0.27380952380952384,0.27380952380952384,0.0,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.95,0.02,252,0.8412698412698413,0.26587301587301587,0.3160377358490566,0.15873015873015872,0.5436507936507936,0.027777777777777776,0.42857142857142855
